альбом;название_песни;слово;лемма;часть_речи;род;число;падеж;время;лицо;наклонение;вид;залог;степень;возвратность;одушевленность;переходность
Здравствуйте, дети!, 2004;Подоннки;по;по;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;личности;личность;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;вросшие;врасти;PRTF;;множественное;именительный;прошедшее;;;совершенный;действительный;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;в;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;землю;земля;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;небо;небо;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;набычены;набычен;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;Стычки;стычка;NOUN;женский;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;под;под;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;глазом;глаз;NOUN;мужской;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;у;у;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;нас;мы;NPRO;;множественное;родительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;обручальные;обручальный;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;кольца;кольцо;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;Узнаем;узнать;VERB;;множественное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;друг;друг;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;друга;друг;NOUN;мужской;единственное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;по;по;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;возрасту;возраст;NOUN;мужской;единственное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;слёзы;слеза;NOUN;женский;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;сердце;сердце;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;бешеной;бешеный;ADJF;женский;единственное;родительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;скорости;скорость;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;Сносим;сносить;VERB;;множественное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;в;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;раз;раз;NOUN;мужской;множественное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;наступаем;наступать;VERB;;множественное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;люки;люк;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;в;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;колодцах;колодец;NOUN;мужской;множественное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;Узнаем;узнать;VERB;;множественное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;друг;друг;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;друга;друг;NOUN;мужской;единственное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;по;по;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;линиям;линия;NOUN;женский;множественное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;линиям;линия;NOUN;женский;множественное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;жизни;жизнь;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;в;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;запястьях;запястье;NOUN;средний;множественное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;по;по;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;линии;линия;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;Длинные;длинный;ADJF;;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;белые;белые;NOUN;;множественное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;ночи;ночь;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;застанут;застать;VERB;;множественное;;будущее;3;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;с;с;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;поличным;поличное;NOUN;средний;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;Узнаем;узнать;VERB;;множественное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;друг;друг;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;друга;друг;NOUN;мужской;единственное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;улицах;улица;NOUN;женский;множественное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;машем;махать;VERB;;множественное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;руками;рука;NOUN;женский;множественное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;мигаем;мигать;VERB;;множественное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;целуемся;целоваться;VERB;;множественное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;Ссоримся;ссориться;VERB;;множественное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;сразу;сразу;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;же;же;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;миримся;мириться;VERB;;множественное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;всё;всё;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;как;как;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;обычно;обычно;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;Спелые;спелый;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;вишни;вишня;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;к;к;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;ладоням;ладонь;NOUN;женский;множественное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;липли;липнуть;VERB;;множественное;;прошедшее;;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;вышло;выйти;VERB;средний;единственное;;прошедшее;;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;затеять;затеять;INFN;;;;;;;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;драку;драка;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;К;к;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;фарам;фара;NOUN;женский;множественное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;вспышкам;вспышка;NOUN;женский;множественное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;давно;давно;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;привыкли;привыкнуть;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;расплатились;расплатиться;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;завтрак;завтрак;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;Сразу;сразу;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;в;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;одночасье;одночасье;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;жизнь;жизнь;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;пополам;пополам;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;часть;часть;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;в;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;ломбарде;ломбард;NOUN;мужской;единственное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;оставим;оставить;VERB;;множественное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;Быть;быть;INFN;;;;;;;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;подонком;подонок;NOUN;мужской;единственное;творительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;счастье;счастие;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;сами;сам;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;знаем;знать;VERB;;множественное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Недели;Здравствуй;здравствуй;INTJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;родная;родный;ADJF;женский;единственное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;здравствуй;здравствуй;INTJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;родной;родный;ADJF;женский;единственное;родительный;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;мимо;мимо;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;в;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;трамвае;трамвай;NOUN;мужской;единственное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;прямо;прямо;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;домой;домой;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;Рвано;рваный;ADJS;средний;единственное;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;страницы;страница;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;ложатся;ложиться;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Недели;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;лица;лицо;NOUN;средний;единственное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Недели;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;Бог;бог;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Недели;с;с;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;ними;они;NPRO;;множественное;творительный;;3;;;;;;;
Здравствуйте, дети!, 2004;Недели;Не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;выключаю;выключать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Недели;бегу;бег;NOUN;мужской;единственное;предложный (2);;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;тобой;ты;NPRO;;единственное;творительный;;2;;;;;;;
Здравствуйте, дети!, 2004;Недели;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;закрываю;закрывать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Недели;бегу;бег;NOUN;мужской;единственное;предложный (2);;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;тобой;ты;NPRO;;единственное;творительный;;2;;;;;;;
Здравствуйте, дети!, 2004;Недели;Небо;небо;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;лосниться;лосниться;INFN;;;;;;;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Недели;от;от;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;утренних;утренний;ADJF;;множественное;родительный;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;птиц;птица;NOUN;женский;множественное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Недели;ну;ну;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;Чёрт;чёрт;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Недели;с;с;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;ними;они;NPRO;;множественное;творительный;;3;;;;;;;
Здравствуйте, дети!, 2004;Недели;Мы;мы;NPRO;;множественное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Недели;так;так;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;спели;спеть;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Недели;задуманных;задумать;PRTF;;множественное;родительный;прошедшее;;;совершенный;страдательный;;;;переходный
Здравствуйте, дети!, 2004;Недели;слов;слово;NOUN;средний;множественное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;смогли;смочь;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Недели;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;успели;успеть;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Недели;замаялись;замаяться;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Недели;Не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;замечая;замечать;GRND;;;;настоящее;;;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Недели;белых;белый;ADJF;;множественное;родительный;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;тонов;тон;NOUN;мужской;множественное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;бродит;бродить;VERB;;единственное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Недели;отчаянно;отчаянно;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;делатель;делатель;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Недели;снов;сон;NOUN;мужской;множественное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;Недели;неделя;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;качели;качели;NOUN;женский;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;слетели;слететь;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Недели;с;с;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;винтов;винт;NOUN;мужской;множественное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;заросли;заросль;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;заметелились;заметелиться;VERB;;множественное;;прошедшее;;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Недели;таяли;таять;VERB;;множественное;;прошедшее;;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Недели;К;к;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;вечеру;вечер;NOUN;мужской;единственное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;странными;странный;ADJF;;множественное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;вырвет;вырвать;VERB;;единственное;;будущее;3;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Недели;стихами;стих;NOUN;мужской;множественное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;Бог;бог;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Недели;с;с;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;ними;они;NPRO;;множественное;творительный;;3;;;;;;;
Здравствуйте, дети!, 2004;Недели;Не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;успевая;успевать;GRND;;;;настоящее;;;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Недели;бегу;бег;NOUN;мужской;единственное;предложный (2);;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;тобой;ты;NPRO;;единственное;творительный;;2;;;;;;;
Здравствуйте, дети!, 2004;Недели;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;раздевая;раздевать;GRND;;;;настоящее;;;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Недели;бегу;бег;NOUN;мужской;единственное;предложный (2);;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;тобой;ты;NPRO;;единственное;творительный;;2;;;;;;;
Здравствуйте, дети!, 2004;Недели;Утренним;утренний;ADJF;мужской;единственное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;чаем;чаемый;ADJS;мужской;единственное;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;прольются;пролиться;VERB;;множественное;;будущее;3;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Недели;слова;слово;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;ну;ну;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;Черт;черта;NOUN;женский;множественное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Недели;с;с;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Недели;ними;они;NPRO;;множественное;творительный;;3;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;Здесь;здесь;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;ходят;ходить;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Екатеринбюргер;в;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;гости;гость;NOUN;мужской;множественное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;здесь;здесь;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;вам;вы;NPRO;;множественное;дательный;;2;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;Майами;майами;NOUN;мужской;единственное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;И;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;каменные;каменный;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;розы;роза;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;завянут;завянуть;VERB;;множественное;;будущее;3;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Екатеринбюргер;под;под;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;дождями;дождь;NOUN;мужской;множественное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;Девушка;девушка;NOUN;женский;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;с;с;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;барсеткой;барсетка;NOUN;женский;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;дойдет;дойти;VERB;;единственное;;будущее;3;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Екатеринбюргер;до;до;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;пары;пара;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;Фонари;фонарь;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;кокетки;кокетка;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;загасились;загаситься;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Екатеринбюргер;плавно;плавно;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;Парковать;парковать;INFN;;;;;;;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Екатеринбюргер;бесплатно;бесплатно;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;девушку;девушка;NOUN;женский;единственное;винительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;поближе;близкий;COMP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;На;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;конспектах;конспект;NOUN;мужской;множественное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;пятна;пятно;NOUN;средний;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;проспектах;проспект;NOUN;мужской;множественное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;ближе;близкий;COMP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;Хотелось;хотеться;VERB;средний;единственное;;прошедшее;;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Екатеринбюргер;обезьяной;обезьяна;NOUN;женский;единственное;творительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;быть;быть;INFN;;;;;;;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Екатеринбюргер;с;с;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;душою;душа;NOUN;женский;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;дельфинячей;дельфинячея;NOUN;женский;множественное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;Но;но;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;забыл;забыть;VERB;мужской;единственное;;прошедшее;;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Екатеринбюргер;сказать;сказать;INFN;;;;;;;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Екатеринбюргер;забыл;забыть;VERB;мужской;единственное;;прошедшее;;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Екатеринбюргер;подумать;подумать;INFN;;;;;;;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Екатеринбюргер;как;как;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;тебя;ты;NPRO;;единственное;винительный;;2;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;люблю;любить;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Екатеринбюргер;екатеринбюргер;екатеринбюргер;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Екатеринбюргер;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Екатеринбюргер;подглядел;подглядеть;VERB;мужской;единственное;;прошедшее;;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Екатеринбюргер;неловко;неловко;ADVB;;;;;;;;;;;;
