альбом;название_песни;слово;лемма;часть_речи;род;число;падеж;время;лицо;наклонение;вид;залог;степень;возвратность;одушевленность;переходность;имена_собственные;таксономия;подтема_инструментов;таксономия_прилагательных
Брут, 2021;Павлины;этого;это;NPRO;средний;единственное;родительный;;;;;;;;;;;;;
Брут, 2021;Павлины;далёк;далёкий;ADJS;мужской;единственное;;;;;;;;;;;;;;
Брут, 2021;Павлины;Как;как;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;в;в;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;небе;небо;NOUN;средний;единственное;предложный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Павлины;самолёт;самолёт;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;инструменты;транспортные средства;
Брут, 2021;Павлины;Пилот;пилот;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;;;;;
Брут, 2021;Павлины;сошёл;сойти;VERB;мужской;единственное;;прошедшее;;изъявительное;совершенный;;;;;непереходный;;;;
Брут, 2021;Павлины;с;с;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;ума;ум;NOUN;мужской;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Павлины;и;и;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;улетел;улететь;VERB;мужской;единственное;;прошедшее;;изъявительное;совершенный;;;;;непереходный;;;;
Брут, 2021;Павлины;за;за;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;стратосферу;стратосфера;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Павлины;Примерно;примерно;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;так;так;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;Все;всё;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;бы;бы;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;хотели;хотеть;VERB;;множественное;;прошедшее;;условное;несовершенный;;;;;переходный;;;;
Брут, 2021;Павлины;непременно;непременно;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;Примерно;примерно;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;так;так;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;Наверное;наверное;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;Какой;какой;APRO;женский;единственное;предложный;;;;;;;;;;;;;
Брут, 2021;Павлины;бесшумный;бесшумный;ADJF;мужской;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Павлины;дождь;дождь;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Павлины;И;и;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;молодёжь;молодёжь;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Павлины;такая;такой;APRO;женский;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Павлины;важная;важный;ADJF;женский;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Павлины;и;и;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;стильная;стильный;ADJF;женский;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Павлины;И;и;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;ты;ты;NPRO;;единственное;именительный;;2;;;;;;;;;;;
Брут, 2021;Павлины;идёшь;идти;VERB;;единственное;;настоящее;2;изъявительное;несовершенный;;;;;непереходный;;;;
Брут, 2021;Павлины;или;или;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;плывёшь;плыть;VERB;;единственное;;настоящее;2;изъявительное;несовершенный;;;;;непереходный;;;;
Брут, 2021;Павлины;за;за;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;стёклами;стекло;NOUN;средний;множественное;творительный;;;;;;;;неодушевлённое;;;материалы;;
Брут, 2021;Павлины;не;не;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;видно;видно;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Павлины;Такая;такой;APRO;женский;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Павлины;длинная;длинный;ADJF;женский;единственное;именительный;;;;;;;;;;;;;форма
Брут, 2021;Павлины;дорога;дорога;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;;;здания и сооружения;;
Брут, 2021;Павлины;Такая;такой;APRO;женский;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Павлины;сильная;сильный;ADJF;женский;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Павлины;картина;картина;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Тукитукитукитукитукитуки;тукитукитукитукитукитук;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Блестят;блестеть;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный;;;;
Брут, 2021;Летолетолетолетолето;кольца;кольцо;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;стучат;стучать;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный;;;;
Брут, 2021;Летолетолетолетолето;шпильки;шпилька;NOUN;женский;множественное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Аккуратней;аккуратный;COMP;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;милая;милый;ADJF;женский;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;В;в;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;асфальте;асфальт;NOUN;мужской;единственное;предложный;;;;;;;;неодушевлённое;;;материалы;;
Брут, 2021;Летолетолетолетолето;дырки;дырка;NOUN;женский;множественное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Цыкицыкицыкицыкицыки;цыкицыкицыкицыкицык;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Стрекочет;стрекотать;VERB;;единственное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный;;;;
Брут, 2021;Летолетолетолетолето;цепь;цепь;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;велоса;велоса;NOUN;женский;единственное;именительный;;;;;;;;одушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;сегодня;сегодня;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;весел;весёлый;ADJS;мужской;единственное;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;И;и;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;бесит;бесить;VERB;;единственное;;настоящее;3;изъявительное;несовершенный;;;;;переходный;;;;
Брут, 2021;Летолетолетолетолето;ППС;ппс;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Много;много;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;песен;песня;NOUN;женский;множественное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;о;о;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;лете;лето;NOUN;средний;единственное;предложный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Много;много;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;песен;песня;NOUN;женский;множественное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;пишу;писать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный;;;;
Брут, 2021;Летолетолетолетолето;на;на;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;ходу;ход;NOUN;мужской;единственное;дательный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;еду;еда;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;в;в;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;лес;лес;NOUN;мужской;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;В;в;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;светло-зелёное;светло-зелёный;ADJF;средний;единственное;именительный;;;;;;;;;;;;;цвет
Брут, 2021;Летолетолетолетолето;месиво;месиво;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Оо;оо;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Летолетолетолетолето;летолетолетолетолето;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Кокетливое;кокетливый;ADJF;средний;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;кислое;кислый;ADJF;средний;единственное;именительный;;;;;;;;;;;;;вкус
Брут, 2021;Летолетолетолетолето;сладкое;сладкое;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;;;;;вкус
Брут, 2021;Летолетолетолетолето;И;и;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;надоедливое;надоедливый;ADJF;средний;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Такое;такой;APRO;средний;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;медленное;медленный;ADJF;средний;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;лето;лето;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Ультрафиолетовое;ультрафиолетовый;ADJF;средний;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Летолетолетолетолето;летолетолетолетолето;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Лето;лето;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;где;где;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;то;то;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Лето;лето;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;в;в;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;гетто;гетто;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Лето;лето;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;едет;ехать;VERB;;единственное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный;;;;
Брут, 2021;Летолетолетолетолето;в;в;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;кабриолете;кабриолет;NOUN;мужской;единственное;предложный;;;;;;;;неодушевлённое;;;инструменты;транспортные средства;
Брут, 2021;Летолетолетолетолето;Вишневого;вишнёвый;ADJF;мужской;единственное;родительный;;;;;;;;;;;;;цвет
Брут, 2021;Летолетолетолетолето;цвета;цвет;NOUN;мужской;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Лето;лето;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;чувственная;чувственный;ADJF;женский;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;детка;детка;NOUN;женский;единственное;именительный;;;;;;;;одушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Недоступная;недоступный;ADJF;женский;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;и;и;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;неприветливая;неприветливый;ADJF;женский;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Лею;лей;NOUN;мужской;единственное;дательный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;лето;лето;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;лето;лето;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;лею;лей;NOUN;мужской;единственное;дательный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;лею;лей;NOUN;мужской;единственное;дательный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Реки;река;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;слепни;слепнуть;VERB;;единственное;;;;повелительное;несовершенный;;;;;непереходный;;;;
Брут, 2021;Летолетолетолетолето;тайны;тайна;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;;;животные;;
Брут, 2021;Летолетолетолетолето;раки;рак;NOUN;мужской;множественное;именительный;;;;;;;;одушевлённое;;;животные;;
Брут, 2021;Летолетолетолетолето;рагга;рагга;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Рай;рай;NOUN;мужской;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;на;на;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;земле;земля;NOUN;женский;единственное;предложный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;И;и;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;водяные;водяной;ADJF;;множественное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;пистолеты;пистолет;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;;;инструменты;оружие;
Брут, 2021;Летолетолетолетолето;Летолетолетолето;летолетолетолето;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Ненавижу;ненавидеть;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный;;;;
Брут, 2021;Летолетолетолетолето;и;и;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;жду;ждать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный;;;;
Брут, 2021;Летолетолетолетолето;Комары;комар;NOUN;мужской;множественное;именительный;;;;;;;;одушевлённое;;;животные;;
Брут, 2021;Летолетолетолетолето;возле;возле;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;уха;ухо;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;жужжат;жужжать;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный;;;;
Брут, 2021;Летолетолетолетолето;и;и;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;жрут;жрать;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;переходный;;;;
Брут, 2021;Летолетолетолетолето;Ладони;ладонь;NOUN;женский;множественное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;расслаблено;расслабить;PRTS;средний;единственное;;прошедшее;;;совершенный;страдательный;;;;;;;;
Брут, 2021;Летолетолетолетолето;держат;держать;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;переходный;;;;
Брут, 2021;Летолетолетолетолето;майк;майк;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Пацаны;пацан;NOUN;мужской;множественное;именительный;;;;;;;;одушевлённое;;;лица;;
Брут, 2021;Летолетолетолетолето;как;как;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;всегда;всегда;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;ржут;ржать;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный;;;;
Брут, 2021;Летолетолетолетолето;How;how;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;do;do;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;you;you;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;feeling;feeling;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;guy;guy;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;How;how;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;do;do;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;you;you;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;do;do;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;бы;бы;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;дунул;дунуть;VERB;мужской;единственное;;прошедшее;;условное;совершенный;;;;;непереходный;;;;
Брут, 2021;Летолетолетолетолето;но;но;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;уже;уже;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;не;не;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;могу;мочь;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный;;;;
Брут, 2021;Летолетолетолетолето;No;no;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;fun;fun;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;no;no;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;good;good;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;А;а;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;хотя;хотя;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;по;по;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;барабану;барабан;NOUN;мужской;единственное;дательный;;;;;;;;неодушевлённое;;;инструменты;музыкальные инструменты;
Брут, 2021;Летолетолетолетолето;Дай;дать;VERB;;единственное;;;;повелительное;совершенный;;;;;переходный;;;;
Брут, 2021;Летолетолетолетолето;чуть;чуть;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;чуть;чуть;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Оо;оо;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Летолетолетолетолето;летолетолетолетолето;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Кокетливое;кокетливый;ADJF;средний;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;кислое;кислый;ADJF;средний;единственное;именительный;;;;;;;;;;;;;вкус
Брут, 2021;Летолетолетолетолето;сладкое;сладкое;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;;;;;вкус
Брут, 2021;Летолетолетолетолето;И;и;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;надоедливое;надоедливый;ADJF;средний;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Такое;такой;APRO;средний;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;медленное;медленный;ADJF;средний;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;лето;лето;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Ультрафиолетовое;ультрафиолетовый;ADJF;средний;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Оо;оо;;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Летолетолетолетолето;летолетолетолетолето;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;Раздетое;раздетый;ADJF;средний;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;жаркое;жаркое;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;мокрое;мокрый;ADJF;средний;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;грязное;грязный;ADJF;средний;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;разное;разный;ADJF;средний;единственное;винительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Нежное;нежный;ADJF;средний;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Как;как;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;расстояние;расстояние;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;Летолетолетолетолето;между;между;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;Но;но;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;впрочем;впрочем;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;не;не;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;будем;быть;VERB;;множественное;;будущее;1;изъявительное;несовершенный;;;;;непереходный;;;;
Брут, 2021;Летолетолетолетолето;об;о;PREP;;;;;;;;;;;;;;;;
Брут, 2021;Летолетолетолетолето;этом;это;NPRO;средний;единственное;предложный;;;;;;;;;;;;;
Брут, 2021;СРБ;Да;да;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;это;это;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;стандартный;стандартный;ADJF;мужской;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;СРБ;русский;русский;ADJF;мужской;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;СРБ;бунт;бунт;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;сестра;сестра;NOUN;женский;единственное;именительный;;;;;;;;одушевлённое;;;лица;;
Брут, 2021;СРБ;Пара;пара;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;заповедей;заповедь;NOUN;женский;множественное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;молитва;молитва;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;заговор;заговор;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;два;два;NUMR;мужской;;именительный;;;;;;;;;;;;;
Брут, 2021;СРБ;самодельных;самодельный;ADJF;;множественное;родительный;;;;;;;;;;;;;
Брут, 2021;СРБ;ствола;ствол;NOUN;мужской;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;Щепотка;щепотка;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;соли;соль;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;;;еда и напитки;;
Брут, 2021;СРБ;через;через;PREP;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;плечо;плечо;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;фальшивая;фальшивый;ADJF;женский;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;СРБ;геолокация;геолокация;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;Бензин;бензин;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;материалы;;
Брут, 2021;СРБ;всегда;всегда;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;пригодится;пригодиться;VERB;;единственное;;будущее;3;изъявительное;совершенный;;;;;непереходный;;;;
Брут, 2021;СРБ;В;в;PREP;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;две;два;NUMR;женский;;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;тысячи;тысяча;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;восьмидесятом;восьмидесятый;ANUM;мужской;единственное;предложный;;;;;;;;;;;;;
Брут, 2021;СРБ;опять;опять;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;запретили;запретить;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;переходный;;;;
Брут, 2021;СРБ;брить;брить;INFN;;;;;;;несовершенный;;;;;переходный;;;;
Брут, 2021;СРБ;Бороды;борода;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;и;и;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;набивать;набивать;INFN;;;;;;;несовершенный;;;;;переходный;;;;
Брут, 2021;СРБ;татуировки;татуировка;NOUN;женский;множественное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;на;на;PREP;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;лице;лицо;NOUN;средний;единственное;предложный;;;;;;;;одушевлённое;;;;;
Брут, 2021;СРБ;Огромные;огромный;ADJF;;множественное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;стальные;стальной;ADJF;;множественное;именительный;;;;;;;;;;;;;цвет
Брут, 2021;СРБ;птицы;птица;NOUN;женский;множественное;именительный;;;;;;;;одушевлённое;;;животные;;
Брут, 2021;СРБ;сестра;сестра;NOUN;женский;единственное;именительный;;;;;;;;одушевлённое;;;лица;;
Брут, 2021;СРБ;Летят;лететь;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный;;;;
Брут, 2021;СРБ;над;над;PREP;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;нашим;наш;APRO;;множественное;дательный;;;;;;;;;;;;;
Брут, 2021;СРБ;посёлком;посёлок;NOUN;мужской;единственное;творительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;В;в;PREP;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;две;два;NUMR;женский;;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;тысячи;тысяча;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;восьмидесятом;восьмидесятый;ANUM;мужской;единственное;предложный;;;;;;;;;;;;;
Брут, 2021;СРБ;опять;опять;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;запретили;запретить;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;переходный;;;;
Брут, 2021;СРБ;Использовать;использовать;INFN;;;;;;;совершенный;;;;;переходный;;;;
Брут, 2021;СРБ;электронные;электронный;ADJF;;множественное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;звуки;звук;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;разукрашивать;разукрашивать;INFN;;;;;;;несовершенный;;;;;переходный;;;;
Брут, 2021;СРБ;ёлки;ёлка;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;;;;;
